"block","subblock","repetition","repetitioncount","filename","alg","predictions","cache_prevalence","cache_nonprevalent","cache_localprevalent","filter","save_trees","clean_trees","maxdist","minprev","minfreq","pcachetime","pcachehit","pcachemiss","lcachetime","lcachehit","lcachemiss","fcachetime","fcachehit","fcachemiss","prcachetime","prcachehit","prcachemiss","time","memavail","candidate_instances_size_1","candidate_instances_size_2","candidate_instances_size_3","candidate_instances_size_4","candidate_instances_size_5","candidate_instances_size_6","candidate_instances_size_7","candidate_instances_size_8","candidate_instances_size_9","candidate_instances_size_10","candidate_instances_size_11","candidate_instances_size_12","candidate_instances_size_13","candidate_instances_size_14","candidate_instances_size_15","candidate_instances_size_16","candidate_instances_size_17","candidate_instances_size_18","candidate_instances_size_19","candidate_instances_size_20","candidate_colocations_size_1","candidate_colocations_size_2","candidate_colocations_size_3","candidate_colocations_size_4","candidate_colocations_size_5","candidate_colocations_size_6","candidate_colocations_size_7","candidate_colocations_size_8","candidate_colocations_size_9","candidate_colocations_size_10","candidate_colocations_size_11","candidate_colocations_size_12","candidate_colocations_size_13","candidate_colocations_size_14","candidate_colocations_size_15","candidate_colocations_size_16","candidate_colocations_size_17","candidate_colocations_size_18","candidate_colocations_size_19","candidate_colocations_size_20","pattern_instances_size_1","pattern_instances_size_2","pattern_instances_size_3","pattern_instances_size_4","pattern_instances_size_5","pattern_instances_size_6","pattern_instances_size_7","pattern_instances_size_8","pattern_instances_size_9","pattern_instances_size_10","pattern_instances_size_11","pattern_instances_size_12","pattern_instances_size_13","pattern_instances_size_14","pattern_instances_size_15","pattern_instances_size_16","pattern_instances_size_17","pattern_instances_size_18","pattern_instances_size_19","pattern_instances_size_20","pattern_colocations_size_1","pattern_colocations_size_2","pattern_colocations_size_3","pattern_colocations_size_4","pattern_colocations_size_5","pattern_colocations_size_6","pattern_colocations_size_7","pattern_colocations_size_8","pattern_colocations_size_9","pattern_colocations_size_10","pattern_colocations_size_11","pattern_colocations_size_12","pattern_colocations_size_13","pattern_colocations_size_14","pattern_colocations_size_15","pattern_colocations_size_16","pattern_colocations_size_17","pattern_colocations_size_18","pattern_colocations_size_19","pattern_colocations_size_20"
1,1,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalCircularMotionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.3,0.5,"","","","","","","","","","","","",39.2761234,426.72265625,"",428698,293034,222928,126329,50534,3570,"","","","","","","","","","","","","","",1711,97,86,59,28,2,"","","","","","","","","","","","","","",270945,288307,222928,126329,34604,0,"","","","","","","","","","","","","","",78,93,86,59,18,0,"","","","","","","","","","","","",""
1,2,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalCircularMotionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.4,0.5,"","","","","","","","","","","","",46.283192799999995,327.13671875,"",411062,284415,222754,115014,7941,"","","","","","","","","","","","","","","",1711,90,86,55,4,"","","","","","","","","","","","","","","",242559,284415,221022,71922,0,"","","","","","","","","","","","","","","",64,90,85,32,0,"","","","","","","","","","","","","",""
1,3,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalCircularMotionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.5,0.5,"","","","","","","","","","","","",40.4223817,402.78515625,"",408608,284415,216192,110010,7941,"","","","","","","","","","","","","","","",1711,90,86,53,4,"","","","","","","","","","","","","","","",242559,284415,190294,71922,0,"","","","","","","","","","","","","","","",64,90,76,32,0,"","","","","","","","","","","","","",""
1,4,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalCircularMotionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.6,0.5,"","","","","","","","","","","","",44.735536599999996,1097.671875,"",408028,276153,174797,27419,"","","","","","","","","","","","","","","","",1711,90,73,13,"","","","","","","","","","","","","","","","",242559,232965,111273,0,"","","","","","","","","","","","","","","","",64,75,42,0,"","","","","","","","","","","","","","",""
1,5,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalCircularMotionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.7,0.5,"","","","","","","","","","","","",37.630203800000004,1039.30078125,"",393322,192801,72722,0,"","","","","","","","","","","","","","","","",1711,66,32,0,"","","","","","","","","","","","","","","","",174108,147808,2942,0,"","","","","","","","","","","","","","","","",47,47,1,0,"","","","","","","","","","","","","","",""
1,6,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalInteractionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.3,0.5,"","","","","","","","","","","","",85.0624853,809.2734375,"",1122094,810042,734410,440379,136709,32000,4000,0,"","","","","","","","","","","","",1711,197,120,72,30,8,1,0,"","","","","","","","","","","","",625335,763781,734410,440379,136709,32000,4000,0,"","","","","","","","","","","","",163,149,120,72,30,8,1,0,"","","","","","","","","","",""
1,7,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalInteractionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.4,0.5,"","","","","","","","","","","","",87.6751767,920.15625,"",1038133,681752,585897,345918,112000,32000,4000,0,"","","","","","","","","","","","",1711,140,91,59,28,8,1,0,"","","","","","","","","","","","",522286,633564,581995,345918,112000,32000,4000,0,"","","","","","","","","","","","",122,110,89,59,28,8,1,0,"","","","","","","","","","",""
1,8,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalInteractionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.5,0.5,"","","","","","","","","","","","",84.31381900000001,1300.01171875,"",992595,595904,571677,345918,112000,32000,4000,0,"","","","","","","","","","","","",1711,105,87,59,28,8,1,0,"","","","","","","","","","","","",450961,581580,571677,345918,112000,32000,4000,0,"","","","","","","","","","","","",94,97,87,59,28,8,1,0,"","","","","","","","","","",""
1,9,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalInteractionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.6,0.5,"","","","","","","","","","","","",80.7235111,1154.671875,"",956549,561564,565896,345918,112000,32000,4000,0,"","","","","","","","","","","","",1711,94,86,59,28,8,1,0,"","","","","","","","","","","","",390505,557447,565896,345918,112000,32000,4000,0,"","","","","","","","","","","","",76,92,86,59,28,8,1,0,"","","","","","","","","","",""
1,10,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalInteractionApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.7,0.5,"","","","","","","","","","","","",86.6077942,1131.19140625,"",934679,545967,565896,345918,112000,32000,4000,0,"","","","","","","","","","","","",1711,90,86,59,28,8,1,0,"","","","","","","","","","","","",355268,545967,565896,345918,112000,32000,4000,0,"","","","","","","","","","","","",68,90,86,59,28,8,1,0,"","","","","","","","","","",""
1,11,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalOptimalDistanceApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.3,0.5,"","","","","","","","","","","","",60.7109711,1247.890625,"",528134,451005,408456,260119,115571,32000,4000,0,"","","","","","","","","","","","",1711,114,102,65,29,8,1,0,"","","","","","","","","","","","",333455,451005,408456,260119,115571,32000,4000,0,"","","","","","","","","","","","",85,114,102,65,29,8,1,0,"","","","","","","","","","",""
1,12,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalOptimalDistanceApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.4,0.5,"","","","","","","","","","","","",60.595186299999995,1505.60546875,"",516757,392033,358692,239810,112000,32000,4000,0,"","","","","","","","","","","","",1711,95,86,59,28,8,1,0,"","","","","","","","","","","","",311124,386594,358692,239810,112000,32000,4000,0,"","","","","","","","","","","","",75,91,86,59,28,8,1,0,"","","","","","","","","","",""
1,13,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalOptimalDistanceApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.5,0.5,"","","","","","","","","","","","",65.8629478,779.9375,"",500492,383091,358692,239810,112000,32000,4000,0,"","","","","","","","","","","","",1711,90,86,59,28,8,1,0,"","","","","","","","","","","","",277701,383091,358692,239810,112000,32000,4000,0,"","","","","","","","","","","","",65,90,86,59,28,8,1,0,"","","","","","","","","","",""
1,14,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalOptimalDistanceApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.6,0.5,"","","","","","","","","","","","",61.036619,727.359375,"",497706,383091,358692,239810,112000,32000,4000,0,"","","","","","","","","","","","",1711,90,86,59,28,8,1,0,"","","","","","","","","","","","",275529,383091,358692,239810,112000,32000,4000,0,"","","","","","","","","","","","",64,90,86,59,28,8,1,0,"","","","","","","","","","",""
1,15,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalOptimalDistanceApproachGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.7,0.5,"","","","","","","","","","","","",54.130089000000005,701.28515625,"",497706,383091,358692,239810,112000,32000,4000,0,"","","","","","","","","","","","",1711,90,86,59,28,8,1,0,"","","","","","","","","","","","",275529,383091,358692,239810,112000,32000,4000,0,"","","","","","","","","","","","",64,90,86,59,28,8,1,0,"","","","","","","","","","",""
1,16,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalStandardGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.3,0.5,"","","","","","","","","","","","",73.95656389999999,699.02734375,"",663396,544482,570135,517454,358441,179039,56735,8550,0,"","","","","","","","","","","",1711,195,212,185,112,44,10,1,0,"","","","","","","","","","","",349666,482498,570135,517454,358441,179039,56735,8550,0,"","","","","","","","","","","",118,175,212,185,112,44,10,1,0,"","","","","","","","","",""
1,17,1,1,"..\..\moving-objects-data-generator\moving-objects-data-generator\analyses\data\batch_02\SpatioTemporalStandardGenerator_output_file.txt","FastMDCOPOrig","","","","","","","",10,0.4,0.5,"","","","","","","","","","","","",75.1873055,1042.24609375,"",649375,480548,570135,517454,358441,179039,56735,8550,0,"","","","","","","","","","","",1711,174,212,185,112,44,10,1,0,"","","","","","","","","","","",295960,480548,570135,517454,358441,179039,56735,8550,0,"","","","","","","","","","","",100,174,212,185,112,44,10,1,0,"","","","","","","","","",""
